Parent;Child;Source;Weight;Confidence
drum and bass;footwork jungle;wikidata;1;0.85
drum and bass;halfstep;wikidata;1;0.85
drum and bass;halftime;wikidata;1;0.85
drum and bass;hardstep;wikidata;1;0.85
drum and bass;industrial drum and bass;wikidata;1;0.85
drum and bass;intelligent drum and bass;wikidata;1;0.85
drum and bass;jump-up;wikidata;1;0.85
drum and bass;jungle;wikidata;1;0.85
drum and bass;liquid funk;wikidata;1;0.85
drum and bass;meme techno;wikidata;1;0.85
drum and bass;minimal drum and bass;wikidata;1;0.85
drum and bass;neurofunk;wikidata;1;0.85
drum and bass;sambass;wikidata;1;0.85
drum and bass;technoid;wikidata;1;0.85
drum and bass;techstep;wikidata;1;0.85
drum and bass;trancestep;wikidata;1;0.85
drum music;snare drum music;wikidata;1;0.85
drumline;diane;wikidata;1;0.85
dub music;dub reggae;wikidata;1;0.85
dub music;dub techno;wikidata;1;0.85
dub music;dubstep;wikidata;1;0.85
dub music;dubtronica;wikidata;1;0.85
dub music;electro dub;wikidata;1;0.85
dub music;experimental dub;wikidata;1;0.85
dub music;minimal dub;wikidata;1;0.85
dub reggae;novo dub;wikidata;1;0.85
dubstep;autonomic;wikidata;1;0.85
dubstep;brostep;wikidata;1;0.85
dubstep;chillstep;wikidata;1;0.85
dubstep;dungeon sound;wikidata;1;0.85
dubstep;grime;wikidata;1;0.85
dubstep;melodic dubstep;wikidata;1;0.85
dubstep;nightstep;wikidata;1;0.85
dubstep;purple sound;wikidata;1;0.85
dubstep;reggaestep;wikidata;1;0.85
dubstep;riddim;wikidata;1;0.85
dubstep;tearout dubstep;wikidata;1;0.85
dubtronica;ambient dub;wikidata;1;0.85
dubtronica;dub techno;wikidata;1;0.85
dubtronica;psydub;wikidata;1;0.85
dungeon synth;comfy synth;wikidata;1;0.85
dungeon synth;winter synth;wikidata;1;0.85
Dutch house;noiadance;wikidata;1;0.85
Dōjin music;J-core;wikidata;1;0.85
e-punk;incelcore;wikidata;1;0.85
early acoustic blues;early American blues;wikidata;1;0.85
early dancehall;rub-a-dub;wikidata;1;0.85
early modern Japanese music;hauta;wikidata;1;0.85
early modern Japanese music;jiuta;wikidata;1;0.85
early modern Japanese music;jōruri;wikidata;1;0.85
early modern Japanese music;Kamigata uta;wikidata;1;0.85
early modern Japanese music;nagauta;wikidata;1;0.85
early modern Japanese music;utazawa;wikidata;1;0.85
early music;medieval music;wikidata;1;0.85
early music;Polyphonic Era;wikidata;1;0.85
early R&B;bluebeat;wikidata;1;0.85
early R&B;New Orleans rhythm and blues;wikidata;1;0.85
early R&B;swamp pop;wikidata;1;0.85
East Asian classical music;Chinese classical music;wikidata;1;0.85
East Asian classical music;East Asian court ceremonial music;wikidata;1;0.85
East Asian classical music;Japanese classical music;wikidata;1;0.85
East Asian classical music;Korean court music;wikidata;1;0.85
East Asian classical music;Vietnamese classical music;wikidata;1;0.85
East Asian court ceremonial music;gagaku;wikidata;1;0.85
East Asian court ceremonial music;nhã nhạc;wikidata;1;0.85
East Asian court ceremonial music;rujigaku;wikidata;1;0.85
East Asian court ceremonial music;Ryukyu classical music;wikidata;1;0.85
East Asian court ceremonial music;uzagaku;wikidata;1;0.85
East Asian court ceremonial music;yayue;wikidata;1;0.85
East Asian folk music;Ainu folk music;wikidata;1;0.85
East Asian folk music;Chinese traditional music;wikidata;1;0.85
East Asian folk music;indigenous Taiwanese music;wikidata;1;0.85
East Asian folk music;Japanese folk music;wikidata;1;0.85
East Asian folk music;Korean folk music;wikidata;1;0.85
East Coast club;Baltimore club;wikidata;1;0.85
East Coast club;Jersey club;wikidata;1;0.85
East Coast club;Philly club;wikidata;1;0.85
East Coast hip-hop;Bronx drill;wikidata;1;0.85
East Coast hip-hop;Brooklyn drill;wikidata;1;0.85
Easter music;sepulchre music;wikidata;1;0.85
Eastern European pop;Balkan pop-folk;wikidata;1;0.85
Eastern European pop;Hungarian pop;wikidata;1;0.85
Eastern European pop;Polish pop;wikidata;1;0.85
Eastern European pop;popcorn music;wikidata;1;0.85
Eastern European pop;red disco;wikidata;1;0.85
Eastern European pop;Romanian muzica populara;wikidata;1;0.85
Eastern European pop;Russian pop;wikidata;1;0.85
Eastern European pop;Ukrainian pop;wikidata;1;0.85
Eastern Orthodox liturgical music;Georgian sacred music;wikidata;1;0.85
Eastern Orthodox liturgical music;Kievan chant;wikidata;1;0.85
Eastern Orthodox liturgical music;Russian liturgical music;wikidata;1;0.85
Eastern Orthodox music;Eastern Orthodox liturgical music;wikidata;1;0.85
Eastern Orthodox music;part song;wikidata;1;0.85
Eastern Orthodox music;psalma;wikidata;1;0.85
Eastern Orthodox music;stepenny;wikidata;1;0.85
easy listening;cocktail nation;wikidata;1;0.85
easy listening;easy pop;wikidata;1;0.85
easy listening;exotica;wikidata;1;0.85
easy listening;instrumental pop;wikidata;1;0.85
easy listening;lounge music;wikidata;1;0.85
easy listening;muzica ușoară românească;wikidata;1;0.85
easy listening;nacional-canconetismo;wikidata;1;0.85
easy listening;space age pop;wikidata;1;0.85
EDM trap music;festival trap;wikidata;1;0.85
EDM trap music;future trap;wikidata;1;0.85
EDM trap music;hard trap;wikidata;1;0.85
EDM trap music;heaven trap;wikidata;1;0.85
EDM trap music;hybrid trap;wikidata;1;0.85
EDM trap music;twerk;wikidata;1;0.85
electric blues;biker metal;wikidata;1;0.85
electric blues;British blues;wikidata;1;0.85
electric blues;Chicago blues;wikidata;1;0.85
electric blues;electric Chicago blues;wikidata;1;0.85
electric blues;electric country blues;wikidata;1;0.85
electric blues;electric Delta blues;wikidata;1;0.85
electric blues;electric Memphis blues;wikidata;1;0.85
electric blues;electric Texas blues;wikidata;1;0.85
electric blues;modern electric blues;wikidata;1;0.85
electric blues;swamp blues;wikidata;1;0.85
electro;electro-techno;wikidata;1;0.85
electro;experimental electro;wikidata;1;0.85
electro;neo-electro;wikidata;1;0.85
electro;techno bass;wikidata;1;0.85
electro funk;electro hip-hop;wikidata;1;0.85
electro house;complextro;wikidata;1;0.85
electro house;Dutch house;wikidata;1;0.85
electro house;electro hop;wikidata;1;0.85
electro house;electro trance;wikidata;1;0.85
electro house;electropop;wikidata;1;0.85
electro house;fidget house;wikidata;1;0.85
electro house;French electro;wikidata;1;0.85
electro house;Melbourne bounce;wikidata;1;0.85
electro house;progressive electro house;wikidata;1;0.85
electro-disco;Hi-NRG;wikidata;1;0.85
electro-disco;Italo disco;wikidata;1;0.85
electro-disco;red disco;wikidata;1;0.85
electro-disco;space disco;wikidata;1;0.85
electro-industrial;dark electro;wikidata;1;0.85
electro-industrial;midtempo bass;wikidata;1;0.85
electroacoustic music;acousmatic music;wikidata;1;0.85
electroacoustic music;electroacoustic improvisation;wikidata;1;0.85
electroacoustic music;fixed media;wikidata;1;0.85
electroacoustic music;live electronic music;wikidata;1;0.85
electroacoustic music;musique concrète;wikidata;1;0.85
electroclash;electropop;wikidata;1;0.85
Electronic;broken beat;wikidata;1;0.85
Electronic;Celtic electronica;wikidata;1;0.85
Electronic;Dance-pop;kb;1;0.75
Electronic;dubtronica;wikidata;1;0.85
Electronic;ethnic electronica;wikidata;1;0.85
Electronic;folktronica;wikidata;1;0.85
Electronic;funktronica;wikidata;1;0.85
Electronic;indietronica;wikidata;1;0.85
Electronic;livetronica;wikidata;1;0.85
Electronic;nu jazz;wikidata;1;0.85
Electronic;Synth-pop;kb;1;0.75
Electronic;trip hop;wikidata;1;0.85
electronic body music;anhalt EBM;wikidata;1;0.85
electronic body music;cyber metal;wikidata;1;0.85
electronic body music;cybergoth music;wikidata;1;0.85
electronic body music;dark disco;wikidata;1;0.85
electronic body music;dark electro;wikidata;1;0.85
electronic body music;electro;wikidata;1;0.85
electronic body music;electro-industrial;wikidata;1;0.85
electronic body music;futurepop;wikidata;1;0.85
electronic body music;new beat;wikidata;1;0.85
electronic body music;old school EBM;wikidata;1;0.85
electronic body music;techno body music;wikidata;1;0.85
electronic dance music;Bahia house;wikidata;1;0.85
electronic dance music;bakalao;wikidata;1;0.85
electronic dance music;balani show;wikidata;1;0.85
electronic dance music;Balearic beat;wikidata;1;0.85
electronic dance music;bass;wikidata;1;0.85
electronic dance music;bass music (EDM);wikidata;1;0.85
electronic dance music;bloghouse;wikidata;1;0.85
electronic dance music;breakbeat;wikidata;1;0.85
electronic dance music;breaks;wikidata;1;0.85
electronic dance music;broken beat;wikidata;1;0.85
electronic dance music;bubbling;wikidata;1;0.85
electronic dance music;budots;wikidata;1;0.85
electronic dance music;Christian electronic dance music;wikidata;1;0.85
electronic dance music;coupé-décalé;wikidata;1;0.85
electronic dance music;cruise;wikidata;1;0.85
electronic dance music;dariacore;wikidata;1;0.85
electronic dance music;dark disco;wikidata;1;0.85
electronic dance music;dek bass;wikidata;1;0.85
electronic dance music;dreck-electro;wikidata;1;0.85
electronic dance music;drum and bass;wikidata;1;0.85
electronic dance music;electro;wikidata;1;0.85
electronic dance music;electro latino;wikidata;1;0.85
electronic dance music;electro swing;wikidata;1;0.85
electronic dance music;electro-disco;wikidata;1;0.85
electronic dance music;electro-jazz;wikidata;1;0.85
electronic dance music;electroclash;wikidata;1;0.85
electronic dance music;electronic body music;wikidata;1;0.85
electronic dance music;electrotango;wikidata;1;0.85
electronic dance music;epadunk;wikidata;1;0.85
electronic dance music;Eurobeat;wikidata;1;0.85
electronic dance music;Eurodance;wikidata;1;0.85
electronic dance music;experimental club music;wikidata;1;0.85
electronic dance music;flex dance music;wikidata;1;0.85
electronic dance music;freestyle music;wikidata;1;0.85
electronic dance music;funkot;wikidata;1;0.85
electronic dance music;future rave;wikidata;1;0.85
electronic dance music;ghetto club;wikidata;1;0.85
electronic dance music;glitch hop;wikidata;1;0.85
electronic dance music;glitch hop (EDM);wikidata;1;0.85
electronic dance music;grime;wikidata;1;0.85
electronic dance music;hard dance;wikidata;1;0.85
electronic dance music;hard drum;wikidata;1;0.85
electronic dance music;hardcore;wikidata;1;0.85
electronic dance music;Hardcore Continuum;wikidata;1;0.85
electronic dance music;hardvapour;wikidata;1;0.85
electronic dance music;house music;wikidata;1;0.85
electronic dance music;hypertechno;wikidata;1;0.85
electronic dance music;indie dance;wikidata;1;0.85
electronic dance music;industrial dance;wikidata;1;0.85
electronic dance music;intelligent dance music;wikidata;1;0.85
electronic dance music;Japanese artcore;wikidata;1;0.85
electronic dance music;krushclub;wikidata;1;0.85
electronic dance music;kuduro;wikidata;1;0.85
electronic dance music;manyao;wikidata;1;0.85
electronic dance music;meme techno;wikidata;1;0.85
electronic dance music;moombahton;wikidata;1;0.85
electronic dance music;nerdcore techno;wikidata;1;0.85
electronic dance music;Nordik beat;wikidata;1;0.85
electronic dance music;nortec;wikidata;1;0.85
electronic dance music;nu-disco;wikidata;1;0.85
electronic dance music;ori deck;wikidata;1;0.85
electronic dance music;partyschlager;wikidata;1;0.85
electronic dance music;post-dubstep;wikidata;1;0.85
electronic dance music;powwow-step;wikidata;1;0.85
electronic dance music;progressive electronic dance music;wikidata;1;0.85
electronic dance music;rave music;wikidata;1;0.85
electronic dance music;Russ music;wikidata;1;0.85
electronic dance music;shamstep;wikidata;1;0.85
electronic dance music;shangaan electro;wikidata;1;0.85
electronic dance music;singeli;wikidata;1;0.85
electronic dance music;skweee;wikidata;1;0.85
electronic dance music;slimepunk;wikidata;1;0.85
electronic dance music;spacesynth;wikidata;1;0.85
electronic dance music;synthwave;wikidata;1;0.85
electronic dance music;tanzhammer-pop;wikidata;1;0.85
electronic dance music;techno;wikidata;1;0.85
electronic dance music;tecnorumba;wikidata;1;0.85
electronic dance music;trance;wikidata;1;0.85
electronic dance music;tribal guarachero;wikidata;1;0.85
electronic dance music;UK funky;wikidata;1;0.85
electronic dance music;UK garage;wikidata;1;0.85
electronic dance music;US-Dancefloor;wikidata;1;0.85
electronic dance music;Vocaloid music;wikidata;1;0.85
electronic dance music;wonky;wikidata;1;0.85
electronic forró;forró de favela;wikidata;1;0.85
electronic forró;pisadinha;wikidata;1;0.85
electronic music;A&D;wikidata;1;0.85
electronic music;acholitronix;wikidata;1;0.85
electronic music;acid music;wikidata;1;0.85
electronic music;aliencore;wikidata;1;0.85
electronic music;alternative electronic;wikidata;1;0.85
electronic music;beatdown;wikidata;1;0.85
electronic music;binaural beats;wikidata;1;0.85
electronic music;bit music;wikidata;1;0.85
electronic music;Chilean electronic music;wikidata;1;0.85
electronic music;chill-out music;wikidata;1;0.85
electronic music;chillwave;wikidata;1;0.85
electronic music;classical electronic music;wikidata;1;0.85
electronic music;digital fusion;wikidata;1;0.85
electronic music;disk drive music;wikidata;1;0.85
electronic music;drift phonk;wikidata;1;0.85
electronic music;electro dub;wikidata;1;0.85
electronic music;electro-folk;wikidata;1;0.85
electronic music;electro-goth;wikidata;1;0.85
electronic music;electro-industrial;wikidata;1;0.85
electronic music;electro-orchestral music;wikidata;1;0.85
electronic music;electro-R&B;wikidata;1;0.85
electronic music;electroacoustic music;wikidata;1;0.85
electronic music;electrogaze;wikidata;1;0.85
electronic music;Electronic;wikidata;1;0.85
electronic music;electronic dance music;wikidata;1;0.85
electronic music;electronic pop;wikidata;1;0.85
electronic music;electronic rock;wikidata;1;0.85
electronic music;epic collage;wikidata;1;0.85
electronic music;experimental electronic music;wikidata;1;0.85
electronic music;fixed media;wikidata;1;0.85
electronic music;French electronic music;wikidata;1;0.85
electronic music;German electronic music;wikidata;1;0.85
electronic music;graphical sound;wikidata;1;0.85
electronic music;HexD;wikidata;1;0.85
electronic music;illbient;wikidata;1;0.85
electronic music;Latin electronic music;wikidata;1;0.85
electronic music;leftfield electronic;wikidata;1;0.85
electronic music;Levant electronic music;wikidata;1;0.85
electronic music;Maghreb electronic music;wikidata;1;0.85
electronic music;maloya électronique;wikidata;1;0.85
electronic music;minimal electro;wikidata;1;0.85
electronic music;minimal wave;wikidata;1;0.85
electronic music;moogsploitation;wikidata;1;0.85
electronic music;nightcore;wikidata;1;0.85
electronic music;rara tech;wikidata;1;0.85
electronic music;sampledelia;wikidata;1;0.85
electronic music;seapunk;wikidata;1;0.85
electronic music;sigma music;wikidata;1;0.85
electronic music;Sound of Frankfurt;wikidata;1;0.85
electronic music;space music;wikidata;1;0.85
electronic music;synth music;wikidata;1;0.85
electronic music;tecno brega;wikidata;1;0.85
electronic music;tribal music;wikidata;1;0.85
electronic music;wave;wikidata;1;0.85
electronic music;witch house;wikidata;1;0.85
electronic pop;bitpop;wikidata;1;0.85
electronic pop;dark pop;wikidata;1;0.85
electronic pop;electro hop;wikidata;1;0.85
electronic pop;electro latino;wikidata;1;0.85
electronic pop;electropop;wikidata;1;0.85
electronic pop;freestyle music;wikidata;1;0.85
electronic pop;hyperpop;wikidata;1;0.85
electronic pop;popcorn music;wikidata;1;0.85
electronic pop;Q-pop;wikidata;1;0.85
electronic pop;synth-pop;wikidata;1;0.85
electronic rock;Drum and bass electronic rock;wikidata;1;0.85
electronic rock;Kosmische Musik;wikidata;1;0.85
electronic rock;neon pop-punk;wikidata;1;0.85
electronic rock;synth-punk;wikidata;1;0.85
electropop;electro hop;wikidata;1;0.85
Elizabethan song;air de cour;wikidata;1;0.85
Elizabethan song;consort song;wikidata;1;0.85
Elizabethan song;lute song;wikidata;1;0.85
emo;e-punk;wikidata;1;0.85
emo;emo pop;wikidata;1;0.85
emo;emo revival;wikidata;1;0.85
emo;emo rock;wikidata;1;0.85
emo;emotional hardcore;wikidata;1;0.85
emo;Gekijou;wikidata;1;0.85
emo;mall screamo;wikidata;1;0.85
emo;Midwest emo;wikidata;1;0.85
emo;screamo;wikidata;1;0.85
emo rap;emo trap;wikidata;1;0.85
English folk music;border ballad;wikidata;1;0.85
English folk music;Cornish folk music;wikidata;1;0.85
English folk music;English country music;wikidata;1;0.85
English folk music;Northumbrian folk music;wikidata;1;0.85
English folk music;Scrumpy and Western;wikidata;1;0.85
enka;enka / kayokyoku;wikidata;1;0.85
enka;enka metal;wikidata;1;0.85
environmental music;kankyō ongaku;wikidata;1;0.85
epic heavy metal;epic doom metal;wikidata;1;0.85
epic music;trailer music;wikidata;1;0.85
estrada music;Kazakh estrada music;wikidata;1;0.85
estrada music;Russian estrada music;wikidata;1;0.85
estrada music;Uzbek estrada music;wikidata;1;0.85
Ethiopic music;azmari;wikidata;1;0.85
Ethiopic music;Ethio-jazz;wikidata;1;0.85
Ethiopic music;Ethiopian church music;wikidata;1;0.85
Ethiopic music;Gurage music;wikidata;1;0.85
Ethiopic music;menzuma;wikidata;1;0.85
Ethiopic music;Tigrinya music;wikidata;1;0.85
Ethiopic music;tizita;wikidata;1;0.85
ethnic electronica;Asian Underground;wikidata;1;0.85
ethnic music;indigenous music;wikidata;1;0.85
ethnic music;Jewish music;wikidata;1;0.85
ethnic music;music of the African diaspora;wikidata;1;0.85
ethnic music;music of the Armenian diaspora;wikidata;1;0.85
